time,province,mask,disinfectant,hand_sanitizer,thermometer,vitamin,cases_pdf
2020/2/28,Jilin,367,39,87,2,37,93
2020/2/28,Jiangxi,884,123,119,19,62,935
2020/2/28,Shandong,1945,266,585,39,160,756
2020/2/28,Zhejiang,1948,435,435,35,137,1205
2020/2/28,Liaoning,503,69,100,5,19,121
2020/2/28,Xinjiang,27,19,19,0,0,76
2020/2/28,Tibet,13,0,1,1,2,1
2020/2/28,Guangdong,4001,1004,980,86,225,1348
2020/2/28,Anhui,1227,219,219,12,159,990
2020/2/28,Shanghai,817,141,186,9,66,337
2020/2/28,Guizhou,733,67,96,5,24,146
2020/2/28,Qinghai,63,22,34,2,1,18
2020/2/28,Hebei,1735,213,404,44,71,318
2020/2/28,Gansu,298,36,40,6,8,91
2020/2/28,Yunnan,593,46,67,4,24,174
2020/2/28,Ningxia,74,7,26,3,9,72
2020/2/28,Heilongjiang,345,60,31,0,75,480
2020/2/28,Shanxi,779,132,164,26,65,133
2020/2/28,Jiangsu,1945,331,632,38,169,631
2020/2/29,Inner Mongolia,49,10,4,0,0,75
2020/2/29,Hainan,127,44,27,2,17,168
2020/2/29,Guangxi,1084,257,265,17,85,252
2020/2/29,Shaanxi,1266,313,374,9,98,245
2020/2/29,Fujian,561,93,159,6,68,296
2020/2/29,Beijing,666,191,127,6,18,411
2020/2/29,Sichuan,1442,235,226,10,82,538
2020/2/29,Tianjin,366,95,146,0,10,136
2020/2/29,Hunan,1190,257,205,7,135,1018
2020/2/29,Henan,1464,321,309,15,142,1272
2020/2/29,Jilin,291,38,47,1,16,93
2020/2/29,Jiangxi,615,150,184,6,97,935
2020/2/29,Shandong,1435,384,429,18,270,756
2020/2/29,Zhejiang,1275,318,376,10,161,1205
2020/2/29,Liaoning,406,73,94,2,34,121
2020/2/29,Xinjiang,53,13,4,0,3,76
2020/2/29,Tibet,11,0,0,0,0,1
2020/2/29,Guangdong,2868,1069,949,32,420,1349
2020/2/29,Anhui,896,241,216,6,180,990
2020/2/29,Shanghai,538,140,179,5,74,337
2020/2/29,Guizhou,424,82,53,6,39,146
2020/2/29,Qinghai,27,5,28,0,4,18
2020/2/29,Hebei,1087,222,260,12,56,318
2020/2/29,Gansu,208,38,38,4,7,91
2020/2/29,Yunnan,403,76,48,10,20,174
2020/2/29,Ningxia,39,6,9,2,7,73
2020/2/29,Heilongjiang,249,70,122,2,34,480
2020/2/29,Shanxi,660,182,228,6,68,133
2020/2/29,Jiangsu,1338,373,441,14,154,631
2020/3/1,Inner Mongolia,31,3,4,0,14,75
2020/3/1,Hainan,135,13,24,0,10,168
2020/3/1,Guangxi,905,112,146,3,132,252
2020/3/1,Shaanxi,1028,266,250,3,134,245
2020/3/1,Fujian,380,137,157,6,102,296
2020/3/1,Beijing,639,106,101,0,57,413
2020/3/1,Sichuan,1243,213,190,2,95,538
2020/3/1,Tianjin,303,93,92,0,38,136
2020/3/1,Hunan,810,176,161,2,121,1018
2020/3/1,Henan,1080,273,287,4,165,1272
2020/3/1,Jilin,217,33,97,4,82,93
2020/3/1,Jiangxi,491,89,80,4,108,935
2020/3/1,Shandong,1181,266,361,19,294,758
2020/3/1,Zhejiang,1113,238,284,10,193,1205
2020/3/1,Liaoning,248,34,104,0,54,122
2020/3/1,Xinjiang,17,12,8,0,1,76
2020/3/1,Tibet,5,0,2,0,0,1
2020/3/1,Guangdong,2519,885,711,8,462,1349
2020/3/1,Anhui,731,192,205,1,203,990
2020/3/1,Shanghai,459,108,164,1,88,337
2020/3/1,Guizhou,449,69,122,3,18,146
2020/3/1,Qinghai,38,4,32,2,5,18
2020/3/1,Hebei,836,145,226,6,77,318
2020/3/1,Gansu,162,47,31,1,7,91
2020/3/1,Yunnan,397,58,77,1,20,174
2020/3/1,Ningxia,29,5,8,0,3,73
2020/3/1,Heilongjiang,192,46,110,0,44,480
2020/3/1,Shanxi,540,99,153,0,111,133
2020/3/1,Jiangsu,1212,359,353,8,263,631
2020/3/2,Inner Mongolia,23,8,26,0,2,75
2020/3/2,Hainan,131,39,27,0,20,168
2020/3/2,Guangxi,864,149,187,0,96,252
2020/3/2,Shaanxi,1235,204,361,0,88,245
2020/3/2,Fujian,509,54,159,2,62,296
2020/3/2,Beijing,656,82,212,0,41,414
2020/3/2,Sichuan,1272,156,192,1,143,538
2020/3/2,Tianjin,289,68,87,0,21,136
2020/3/2,Hunan,918,166,204,1,108,1018
2020/3/2,Henan,1090,231,347,0,169,1272
2020/3/2,Jilin,258,10,57,0,37,93
2020/3/2,Jiangxi,543,73,129,1,78,935
2020/3/2,Shandong,1098,308,477,0,223,758
2020/3/2,Zhejiang,1052,241,308,0,159,1206
2020/3/2,Liaoning,294,36,123,0,36,122
2020/3/2,Xinjiang,49,7,1,0,2,76
2020/3/2,Tibet,3,1,0,0,8,1
2020/3/2,Guangdong,2525,906,879,1,442,1350
2020/3/2,Anhui,698,155,215,2,221,990
2020/3/2,Shanghai,424,87,90,0,37,337
2020/3/2,Guizhou,452,21,92,1,15,146
2020/3/2,Qinghai,26,0,19,0,3,18
2020/3/2,Hebei,783,111,207,0,44,318
2020/3/2,Gansu,140,20,53,0,6,91
2020/3/2,Yunnan,401,51,47,0,44,174
2020/3/2,Ningxia,12,4,12,0,0,74
2020/3/2,Heilongjiang,178,54,154,1,33,480
2020/3/2,Shanxi,494,65,166,1,55,133
2020/3/2,Jiangsu,1057,289,372,1,229,631
2020/3/3,Inner Mongolia,50,8,9,0,1,75
2020/3/3,Hainan,96,12,57,4,8,168
2020/3/3,Guangxi,631,99,183,9,106,252
2020/3/3,Shaanxi,937,142,311,7,91,245
2020/3/3,Fujian,347,67,212,3,63,296
2020/3/3,Beijing,386,103,106,3,69,414
2020/3/3,Sichuan,959,142,142,11,123,538
2020/3/3,Tianjin,210,54,59,4,27,136
2020/3/3,Hunan,793,149,127,1,141,1018
2020/3/3,Henan,865,203,341,9,163,1272
2020/3/3,Jilin,160,40,44,8,44,93
2020/3/3,Jiangxi,437,110,87,2,94,935
2020/3/3,Shandong,803,210,395,19,191,758
2020/3/3,Zhejiang,981,269,422,12,159,1213
2020/3/3,Liaoning,245,37,54,0,32,125
2020/3/3,Xinjiang,31,2,6,0,0,76
2020/3/3,Tibet,10,0,0,0,0,1
2020/3/3,Guangdong,2085,785,851,27,402,1350
2020/3/3,Anhui,603,141,179,5,130,990
2020/3/3,Shanghai,373,146,117,4,39,338
2020/3/3,Guizhou,385,36,44,1,37,146
2020/3/3,Qinghai,16,2,21,1,4,18
2020/3/3,Hebei,538,173,238,26,71,318
2020/3/3,Gansu,109,14,34,0,2,91
2020/3/3,Yunnan,354,69,44,2,33,174
2020/3/3,Ningxia,25,0,6,0,3,74
2020/3/3,Heilongjiang,275,43,44,6,33,480
2020/3/3,Shanxi,410,93,157,4,44,133
2020/3/3,Jiangsu,886,318,336,18,150,631
2020/3/4,Inner Mongolia,41,2,3,0,1,75
2020/3/4,Hainan,133,16,85,5,34,168
2020/3/4,Guangxi,865,99,166,37,118,252
2020/3/4,Shaanxi,971,116,326,21,102,245
2020/3/4,Fujian,428,87,230,11,40,296
2020/3/4,Beijing,435,85,112,6,60,418
2020/3/4,Sichuan,983,125,130,35,97,538
2020/3/4,Tianjin,219,33,116,1,29,136
2020/3/4,Hunan,912,124,201,20,209,1018
2020/3/4,Henan,841,132,195,22,209,1272
2020/3/4,Jilin,175,35,45,13,69,93
2020/3/4,Jiangxi,568,76,98,6,67,935
2020/3/4,Shandong,1135,231,462,55,257,758
2020/3/4,Zhejiang,1244,218,321,40,201,1213
2020/3/4,Liaoning,203,21,41,2,20,125
2020/3/4,Xinjiang,35,13,22,5,1,76
2020/3/4,Tibet,0,1,0,0,0,1
2020/3/4,Guangdong,2741,637,792,81,420,1350
2020/3/4,Anhui,889,140,221,22,152,990
2020/3/4,Shanghai,399,107,145,15,95,338
2020/3/4,Guizhou,554,33,96,7,21,146
2020/3/4,Qinghai,18,5,1,1,0,18
2020/3/4,Hebei,607,88,226,39,133,318
2020/3/4,Gansu,102,11,20,0,4,91
2020/3/4,Yunnan,343,35,33,4,24,174
2020/3/4,Ningxia,22,0,7,2,3,75
2020/3/4,Heilongjiang,266,46,79,3,32,480
2020/3/4,Shanxi,504,75,159,46,70,133
2020/3/4,Jiangsu,1243,200,281,51,227,631
2020/3/5,Inner Mongolia,42,0,20,1,3,75
2020/3/5,Hainan,148,7,32,1,38,168
2020/3/5,Guangxi,908,105,171,74,60,252
2020/3/5,Shaanxi,1229,146,337,69,105,245
2020/3/5,Fujian,379,43,206,21,84,296
2020/3/5,Beijing,543,93,169,31,39,418
2020/3/5,Sichuan,1235,109,164,42,116,539
2020/3/5,Tianjin,299,51,157,26,27,136
2020/3/5,Hunan,912,108,166,27,88,1018
2020/3/5,Henan,985,165,250,48,181,1272
2020/3/5,Jilin,199,13,32,11,53,93
2020/3/5,Jiangxi,554,52,105,20,89,935
2020/3/5,Shandong,986,194,508,81,243,758
2020/3/5,Zhejiang,1119,182,356,57,161,1215
2020/3/5,Liaoning,256,13,61,8,37,125
2020/3/5,Xinjiang,44,10,7,5,1,76
2020/3/5,Tibet,3,0,5,0,1,1
2020/3/5,Guangdong,2697,627,727,142,381,1351
2020/3/5,Anhui,832,137,258,41,145,990
2020/3/5,Shanghai,518,130,119,17,83,339
2020/3/5,Guizhou,504,23,100,17,53,146
2020/3/5,Qinghai,28,4,5,3,0,18
2020/3/5,Hebei,729,95,221,83,75,318
2020/3/5,Gansu,136,6,47,6,8,102
2020/3/5,Yunnan,371,26,78,13,13,174
2020/3/5,Ningxia,40,2,4,0,4,75
2020/3/5,Heilongjiang,235,41,89,2,85,481
2020/3/5,Shanxi,644,68,98,62,87,133
2020/3/5,Jiangsu,1340,219,375,84,211,631
2020/3/6,Inner Mongolia,97,2,20,0,4,75
2020/3/6,Hainan,276,18,33,0,32,168
2020/3/6,Guangxi,2231,68,181,27,79,252
2020/3/6,Shaanxi,2206,108,296,21,122,245
2020/3/6,Fujian,742,56,106,8,42,296
2020/3/6,Beijing,1023,62,99,14,88,422
2020/3/6,Sichuan,2021,102,186,9,118,539
2020/3/6,Tianjin,488,36,93,4,38,136
2020/3/6,Hunan,1640,111,208,18,113,1018
2020/3/6,Henan,2107,110,299,21,116,1272
2020/3/6,Jilin,341,26,49,9,37,93
2020/3/6,Jiangxi,1004,55,113,7,67,935
2020/3/6,Shandong,2037,156,476,37,248,758
2020/3/6,Zhejiang,2131,123,269,31,210,1215
2020/3/6,Liaoning,536,33,59,6,48,125
2020/3/6,Xinjiang,102,1,20,8,7,76
2020/3/6,Tibet,4,1,1,0,1,1
2020/3/6,Guangdong,6456,511,806,66,420,1352
2020/3/6,Anhui,1682,51,164,12,191,990
2020/3/6,Shanghai,838,47,108,2,25,342
2020/3/6,Guizhou,985,18,106,26,23,146
2020/3/6,Qinghai,66,15,7,2,1,18
2020/3/6,Hebei,1535,39,179,31,72,318
2020/3/6,Gansu,222,22,26,3,1,119
2020/3/6,Yunnan,558,39,52,1,14,174
2020/3/6,Ningxia,50,9,7,0,0,75
2020/3/6,Heilongjiang,498,18,73,3,31,481
2020/3/6,Shanxi,1072,43,145,26,44,133
2020/3/6,Jiangsu,2437,151,361,35,188,631
2020/3/7,Inner Mongolia,104,6,5,0,2,75
2020/3/7,Hainan,296,23,38,1,28,168
2020/3/7,Guangxi,2382,60,150,9,89,252
2020/3/7,Shaanxi,2393,92,341,14,140,245
2020/3/7,Fujian,734,38,132,2,44,296
2020/3/7,Beijing,1125,55,78,5,63,426
2020/3/7,Sichuan,1835,82,110,2,69,539
2020/3/7,Tianjin,563,33,115,3,23,136
2020/3/7,Hunan,1362,117,231,8,180,1018
2020/3/7,Henan,1816,85,163,5,155,1272
2020/3/7,Jilin,324,25,39,0,52,93
2020/3/7,Jiangxi,991,31,134,3,83,935
2020/3/7,Shandong,2027,118,367,13,240,758
2020/3/7,Zhejiang,2121,102,262,7,208,1215
2020/3/7,Liaoning,599,19,80,1,31,125
2020/3/7,Xinjiang,86,11,8,1,7,76
2020/3/7,Tibet,17,0,0,1,2,1
2020/3/7,Guangdong,6445,423,591,26,495,1352
2020/3/7,Anhui,1600,75,159,2,165,990
2020/3/7,Shanghai,884,79,91,2,70,342
2020/3/7,Guizhou,1054,40,63,5,25,146
2020/3/7,Qinghai,49,0,1,0,0,18
2020/3/7,Hebei,1321,45,156,10,85,318
2020/3/7,Gansu,300,12,27,0,4,120
2020/3/7,Yunnan,662,21,33,1,30,174
2020/3/7,Ningxia,52,1,2,0,1,75
2020/3/7,Heilongjiang,529,25,40,0,39,481
2020/3/7,Shanxi,1065,48,104,6,73,133
2020/3/7,Jiangsu,2503,137,335,12,218,631
2020/3/8,Inner Mongolia,104,0,4,0,10,75
2020/3/8,Hainan,327,47,54,0,9,168
2020/3/8,Guangxi,2622,85,124,0,202,252
2020/3/8,Shaanxi,2804,107,335,0,182,245
2020/3/8,Fujian,990,62,132,0,82,296
2020/3/8,Beijing,1350,68,124,0,68,428
2020/3/8,Sichuan,2213,73,76,1,109,539
2020/3/8,Tianjin,533,49,72,0,63,136
2020/3/8,Hunan,1638,147,221,0,190,1018
2020/3/8,Henan,2277,126,215,0,181,1272
2020/3/8,Jilin,407,12,113,0,42,93
2020/3/8,Jiangxi,1185,65,130,0,110,935
2020/3/8,Shandong,2615,177,432,2,297,758
2020/3/8,Zhejiang,2361,181,412,1,246,1215
2020/3/8,Liaoning,587,8,56,0,50,125
2020/3/8,Xinjiang,102,8,7,0,6,76
2020/3/8,Tibet,10,0,0,0,0,1
2020/3/8,Guangdong,7584,607,842,0,733,1352
2020/3/8,Anhui,1850,71,240,0,199,990
2020/3/8,Shanghai,1090,112,154,0,67,342
2020/3/8,Guizhou,1144,16,74,0,15,146
2020/3/8,Qinghai,36,0,1,0,2,18
2020/3/8,Hebei,1603,66,201,0,81,318
2020/3/8,Gansu,383,0,49,0,19,124
2020/3/8,Yunnan,705,24,52,0,30,174
2020/3/8,Ningxia,77,7,6,0,8,75
2020/3/8,Heilongjiang,580,25,66,0,28,481
2020/3/8,Shanxi,1451,61,139,0,150,133
2020/3/8,Jiangsu,3068,215,368,0,206,631
2020/3/9,Inner Mongolia,128,7,12,3,2,75
2020/3/9,Hainan,546,19,40,0,22,168
2020/3/9,Guangxi,3739,59,184,5,85,252
2020/3/9,Shaanxi,3675,93,352,6,107,245
2020/3/9,Fujian,1226,37,136,3,55,296
2020/3/9,Beijing,1412,31,96,4,33,428
2020/3/9,Sichuan,2847,31,154,2,138,539
2020/3/9,Tianjin,669,25,107,3,9,136
2020/3/9,Hunan,2079,60,219,0,111,1018
2020/3/9,Henan,2796,73,353,3,149,1272
2020/3/9,Jilin,599,34,80,1,12,93
2020/3/9,Jiangxi,1478,48,96,7,51,935
2020/3/9,Shandong,3378,89,433,7,196,758
2020/3/9,Zhejiang,2947,91,257,7,160,1215
2020/3/9,Liaoning,872,29,61,3,31,125
2020/3/9,Xinjiang,191,3,21,0,8,76
2020/3/9,Tibet,11,0,0,0,1,1
2020/3/9,Guangdong,10442,418,634,13,419,1352
2020/3/9,Anhui,2601,55,235,7,180,990
2020/3/9,Shanghai,1389,72,89,0,93,342
2020/3/9,Guizhou,1682,24,69,8,28,146
2020/3/9,Qinghai,49,3,5,0,3,18
2020/3/9,Hebei,2259,41,229,6,104,318
2020/3/9,Gansu,463,3,23,0,4,124
2020/3/9,Yunnan,925,16,48,1,21,174
2020/3/9,Ningxia,76,10,7,0,8,75
2020/3/9,Heilongjiang,788,57,80,1,34,481
2020/3/9,Shanxi,2076,46,166,4,45,133
2020/3/9,Jiangsu,3777,91,426,14,138,631
2020/3/10,Inner Mongolia,203,0,0,0,12,75
2020/3/10,Hainan,646,13,37,1,21,168
2020/3/10,Guangxi,4417,63,122,12,103,252
2020/3/10,Shaanxi,3972,73,311,10,80,245
2020/3/10,Fujian,1305,19,140,2,48,296
2020/3/10,Beijing,1526,47,63,4,16,429
2020/3/10,Sichuan,2901,47,144,1,57,539
2020/3/10,Tianjin,809,11,67,1,22,136
2020/3/10,Hunan,2208,53,131,8,50,1018
2020/3/10,Henan,2778,78,208,6,84,1272
2020/3/10,Jilin,678,5,68,1,19,93
2020/3/10,Jiangxi,1566,36,91,4,53,935
2020/3/10,Shandong,3719,113,273,16,182,758
2020/3/10,Zhejiang,3009,94,201,10,121,1215
2020/3/10,Liaoning,778,25,58,1,34,125
2020/3/10,Xinjiang,121,0,1,0,6,76
2020/3/10,Tibet,41,0,0,0,2,1
2020/3/10,Guangdong,11494,330,589,18,319,1353
2020/3/10,Anhui,2559,58,141,10,178,990
2020/3/10,Shanghai,1493,35,61,1,68,344
2020/3/10,Guizhou,1758,32,46,4,7,146
2020/3/10,Qinghai,58,0,4,0,8,18
2020/3/10,Hebei,2307,45,126,10,77,318
2020/3/10,Gansu,483,2,33,4,15,125
2020/3/10,Yunnan,1258,11,42,2,25,174
2020/3/10,Ningxia,70,10,15,1,5,75
2020/3/10,Heilongjiang,1020,4,116,2,28,481
2020/3/10,Shanxi,2265,29,108,5,60,133
2020/3/10,Jiangsu,3948,111,291,10,159,631
2020/3/11,Inner Mongolia,209,2,7,5,9,75
2020/3/11,Hainan,789,22,9,19,10,168
2020/3/11,Guangxi,5554,84,144,59,105,252
2020/3/11,Shaanxi,4626,100,252,56,92,245
2020/3/11,Fujian,1512,22,102,13,71,296
2020/3/11,Beijing,1807,62,77,33,31,435
2020/3/11,Sichuan,3346,79,136,60,33,539
2020/3/11,Tianjin,882,25,64,30,16,136
2020/3/11,Hunan,2537,68,164,22,96,1018
2020/3/11,Henan,3696,82,189,70,93,1273
2020/3/11,Jilin,771,1,24,10,48,93
2020/3/11,Jiangxi,1786,34,51,22,49,935
2020/3/11,Shandong,4116,94,305,88,269,760
2020/3/11,Zhejiang,3485,88,174,62,127,1215
2020/3/11,Liaoning,923,9,42,18,15,125
2020/3/11,Xinjiang,138,0,1,11,0,76
2020/3/11,Tibet,11,0,0,0,2,1
2020/3/11,Guangdong,14688,337,569,152,371,1356
2020/3/11,Anhui,2665,42,96,55,115,990
2020/3/11,Shanghai,1701,48,91,48,26,344
2020/3/11,Guizhou,2198,38,101,35,27,146
2020/3/11,Qinghai,151,0,6,1,1,18
2020/3/11,Hebei,2822,42,103,95,70,318
2020/3/11,Gansu,572,9,23,6,4,127
2020/3/11,Yunnan,1412,6,25,16,19,174
2020/3/11,Ningxia,82,5,1,1,11,75
2020/3/11,Heilongjiang,1287,23,135,13,27,482
2020/3/11,Shanxi,2670,46,91,33,70,133
2020/3/11,Jiangsu,4160,134,234,83,143,631
2020/3/12,Inner Mongolia,177,0,3,2,8,75
2020/3/12,Hainan,578,15,36,9,12,168
2020/3/12,Guangxi,4485,35,138,56,91,252
2020/3/12,Shaanxi,4035,105,201,65,114,245
2020/3/12,Fujian,1288,34,114,51,47,296
2020/3/12,Beijing,1777,29,37,33,33,435
2020/3/12,Sichuan,2857,46,100,62,85,539
2020/3/12,Tianjin,917,27,36,20,28,136
2020/3/12,Hunan,2124,84,138,55,103,1018
2020/3/12,Henan,3671,94,185,90,129,1273
2020/3/12,Jilin,647,12,46,15,37,93
2020/3/12,Jiangxi,1511,45,63,35,60,935
2020/3/12,Shandong,4038,114,245,133,202,760
2020/3/12,Zhejiang,2919,139,186,70,135,1215
2020/3/12,Liaoning,968,29,52,12,18,125
2020/3/12,Xinjiang,154,6,3,2,1,76
2020/3/12,Tibet,26,0,1,1,1,1
2020/3/12,Guangdong,12523,319,509,182,370,1356
2020/3/12,Anhui,2413,66,132,64,133,990
2020/3/12,Shanghai,1308,57,65,24,52,344
2020/3/12,Guizhou,1657,43,69,21,43,146
2020/3/12,Qinghai,89,0,6,2,1,18
2020/3/12,Hebei,2582,40,107,65,65,318
2020/3/12,Gansu,468,6,24,10,14,127
2020/3/12,Yunnan,1425,10,31,24,21,174
2020/3/12,Ningxia,125,13,14,2,4,75
2020/3/12,Heilongjiang,1316,28,95,39,19,482
2020/3/12,Shanxi,2503,63,120,19,51,133
2020/3/12,Jiangsu,3604,98,140,76,195,631
2020/3/13,Inner Mongolia,214,1,6,2,1,75
2020/3/13,Hainan,737,15,11,5,23,168
2020/3/13,Guangxi,5897,40,170,75,110,252
2020/3/13,Shaanxi,4986,58,148,70,55,245
2020/3/13,Fujian,1511,48,114,40,37,296
2020/3/13,Beijing,1820,49,40,18,45,436
2020/3/13,Sichuan,3563,51,116,60,97,539
2020/3/13,Tianjin,1151,11,30,14,24,136
2020/3/13,Hunan,2690,100,130,31,75,1018
2020/3/13,Henan,4770,83,140,57,93,1273
2020/3/13,Jilin,745,20,27,5,9,93
2020/3/13,Jiangxi,1735,30,51,27,54,935
2020/3/13,Shandong,4435,111,249,92,221,760
2020/3/13,Zhejiang,4018,67,144,65,153,1215
2020/3/13,Liaoning,986,11,47,13,9,125
2020/3/13,Xinjiang,373,3,24,8,13,76
2020/3/13,Tibet,24,0,0,0,3,1
2020/3/13,Guangdong,15328,312,392,138,335,1356
2020/3/13,Anhui,3587,58,102,52,93,990
2020/3/13,Shanghai,1757,45,62,16,47,346
2020/3/13,Guizhou,1776,10,35,17,36,146
2020/3/13,Qinghai,83,2,4,2,0,18
2020/3/13,Hebei,3174,33,112,60,84,318
2020/3/13,Gansu,629,4,18,11,9,127
2020/3/13,Yunnan,1834,19,62,9,30,174
2020/3/13,Ningxia,76,0,0,4,0,75
2020/3/13,Heilongjiang,1324,26,150,16,17,482
2020/3/13,Shanxi,2639,47,97,24,26,133
2020/3/13,Jiangsu,5114,77,179,72,158,631
2020/3/14,Inner Mongolia,225,0,1,0,4,75
2020/3/14,Hainan,756,3,8,4,18,168
2020/3/14,Guangxi,5727,40,134,44,53,252
2020/3/14,Shaanxi,3823,44,138,17,59,245
2020/3/14,Fujian,1612,42,111,18,38,296
2020/3/14,Beijing,1615,35,45,13,43,437
2020/3/14,Sichuan,2729,21,83,55,86,539
2020/3/14,Tianjin,738,14,46,20,18,136
2020/3/14,Hunan,2079,42,80,15,76,1018
2020/3/14,Henan,3429,68,184,46,100,1273
2020/3/14,Jilin,734,8,20,6,12,93
2020/3/14,Jiangxi,1521,16,45,12,43,935
2020/3/14,Shandong,4828,69,325,36,145,760
2020/3/14,Zhejiang,3137,48,122,25,185,1227
2020/3/14,Liaoning,1059,6,53,6,29,125
2020/3/14,Xinjiang,324,6,34,14,0,76
2020/3/14,Tibet,4,0,0,0,0,1
2020/3/14,Guangdong,13661,270,428,76,369,1356
2020/3/14,Anhui,2505,45,99,31,103,990
2020/3/14,Shanghai,1545,39,51,16,38,353
2020/3/14,Guizhou,1519,16,35,13,34,146
2020/3/14,Qinghai,99,1,20,1,3,18
2020/3/14,Hebei,3059,30,133,51,59,318
2020/3/14,Gansu,661,3,11,3,12,129
2020/3/14,Yunnan,1542,12,54,6,17,174
2020/3/14,Ningxia,122,2,8,2,0,75
2020/3/14,Heilongjiang,1318,39,83,15,20,482
2020/3/14,Shanxi,2601,23,67,18,42,133
2020/3/14,Jiangsu,3886,59,120,34,111,631
2020/3/15,Inner Mongolia,141,6,6,0,5,75
2020/3/15,Hainan,681,5,22,1,16,168
2020/3/15,Guangxi,4406,43,161,20,67,252
2020/3/15,Shaanxi,3465,53,149,4,64,245
2020/3/15,Fujian,1078,22,105,1,58,296
2020/3/15,Beijing,1520,20,64,3,38,442
2020/3/15,Sichuan,2522,28,92,16,95,539
2020/3/15,Tianjin,874,12,83,7,40,136
2020/3/15,Hunan,1709,45,111,8,66,1018
2020/3/15,Henan,3320,48,195,19,60,1273
2020/3/15,Jilin,665,13,40,8,25,93
2020/3/15,Jiangxi,1006,28,51,5,46,935
2020/3/15,Shandong,4147,102,281,28,220,760
2020/3/15,Zhejiang,2539,71,173,12,143,1231
2020/3/15,Liaoning,901,6,32,2,31,125
2020/3/15,Xinjiang,206,2,5,3,0,76
2020/3/15,Tibet,20,0,5,0,0,1
2020/3/15,Guangdong,11235,286,452,43,376,1360
2020/3/15,Anhui,2333,19,81,16,106,990
2020/3/15,Shanghai,1392,40,49,0,28,353
2020/3/15,Guizhou,1107,8,17,4,20,146
2020/3/15,Qinghai,70,0,1,5,0,18
2020/3/15,Hebei,2229,29,91,17,52,318
2020/3/15,Gansu,406,1,29,2,15,133
2020/3/15,Yunnan,1455,17,68,12,15,174
2020/3/15,Ningxia,86,0,18,0,8,75
2020/3/15,Heilongjiang,1086,8,62,2,19,482
2020/3/15,Shanxi,2170,17,77,24,97,133
2020/3/15,Jiangsu,3293,42,139,24,149,631
2020/3/16,Inner Mongolia,168,12,25,1,15,75
2020/3/16,Hainan,677,21,34,10,7,168
2020/3/16,Guangxi,3675,58,175,44,127,252
2020/3/16,Shaanxi,2930,74,131,51,74,245
2020/3/16,Fujian,1057,32,90,25,58,296
2020/3/16,Beijing,1387,38,58,9,36,452
2020/3/16,Sichuan,2105,31,78,51,42,539
2020/3/16,Tianjin,594,11,25,7,4,136
2020/3/16,Hunan,1678,56,107,65,103,1018
2020/3/16,Henan,2339,38,185,65,116,1273
2020/3/16,Jilin,418,17,71,8,12,93
2020/3/16,Jiangxi,1044,19,59,47,63,935
2020/3/16,Shandong,3292,71,300,53,126,760
2020/3/16,Zhejiang,2389,52,108,71,163,1231
2020/3/16,Liaoning,671,17,24,17,17,125
2020/3/16,Xinjiang,209,3,16,10,4,76
2020/3/16,Tibet,8,0,0,0,0,1
2020/3/16,Guangdong,9482,354,395,155,353,1361
2020/3/16,Anhui,2193,38,131,36,93,990
2020/3/16,Shanghai,1197,30,46,18,54,355
2020/3/16,Guizhou,993,13,45,16,13,146
2020/3/16,Qinghai,73,0,2,1,0,18
2020/3/16,Hebei,1917,23,88,41,76,318
2020/3/16,Gansu,324,4,23,4,3,133
2020/3/16,Yunnan,2111,15,92,25,54,176
2020/3/16,Ningxia,57,1,1,2,0,75
2020/3/16,Heilongjiang,954,20,62,8,36,482
2020/3/16,Shanxi,1623,22,95,29,39,133
2020/3/16,Jiangsu,2682,42,186,72,109,631
2020/3/17,Inner Mongolia,148,0,6,1,11,75
2020/3/17,Hainan,506,4,31,6,3,168
2020/3/17,Guangxi,5010,39,260,47,82,253
2020/3/17,Shaanxi,3384,27,141,16,76,246
2020/3/17,Fujian,1252,45,160,27,81,296
2020/3/17,Beijing,1443,31,40,5,34,456
2020/3/17,Sichuan,2007,14,68,24,78,540
2020/3/17,Tianjin,751,8,45,2,11,136
2020/3/17,Hunan,1998,37,110,23,99,1018
2020/3/17,Henan,2772,36,130,47,80,1273
2020/3/17,Jilin,584,7,34,8,33,93
2020/3/17,Jiangxi,1330,28,57,14,66,935
2020/3/17,Shandong,3189,96,347,39,118,761
2020/3/17,Zhejiang,2559,57,190,22,261,1232
2020/3/17,Liaoning,775,3,76,6,25,125
2020/3/17,Xinjiang,197,1,18,3,5,76
2020/3/17,Tibet,11,0,0,0,0,1
2020/3/17,Guangdong,11829,301,547,109,289,1364
2020/3/17,Anhui,2596,23,170,17,109,990
2020/3/17,Shanghai,1175,46,60,8,46,358
2020/3/17,Guizhou,960,9,34,11,14,147
2020/3/17,Qinghai,66,2,13,0,4,18
2020/3/17,Hebei,2156,38,63,14,77,318
2020/3/17,Gansu,346,0,4,3,9,133
2020/3/17,Yunnan,2195,10,95,22,10,176
2020/3/17,Ningxia,63,3,10,0,1,75
2020/3/17,Heilongjiang,1115,28,100,10,39,482
2020/3/17,Shanxi,1813,38,116,29,43,133
2020/3/17,Jiangsu,3040,82,133,22,143,631
2020/3/18,Inner Mongolia,171,0,3,2,3,75
2020/3/18,Hainan,384,14,46,2,25,168
2020/3/18,Guangxi,3142,43,161,35,71,253
2020/3/18,Shaanxi,2639,51,153,40,67,246
2020/3/18,Fujian,1082,13,142,28,54,296
